Year,Disaster Group,Disaster Subgroup,Disaster Type,ISO,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damages ('000 US$),CPI,Magnitude,Magnitude Scale
2020,Natural,Hydrological,Flood,TCD,9.628,18.085,2020,4.0,20.0,2020,4.0,21.0,,,2062.0,,2062.0,,84.93919812938861,134488.38,Km2
2020,Natural,Hydrological,Flood,IND,,,2020,6.0,,2020,8.0,16.0,1922.0,,1300000.0,,1300000.0,8829846.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,SDN,,,2020,6.0,,2020,9.0,9.0,155.0,13.0,875000.0,,875013.0,294328.0,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,ARM,,,2020,7.0,13.0,2020,7.0,13.0,,,2836.0,,2836.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,LAO,,,2020,8.0,1.0,2020,8.0,3.0,,,1000.0,,1000.0,,84.93919812938861,75.0,Kph
2020,Natural,Meteorological,Storm,THA,,,2020,8.0,1.0,2020,8.0,3.0,4.0,,,,,,84.93919812938861,75.0,Kph
2020,Natural,Meteorological,Storm,VNM,,,2020,7.0,29.0,2020,7.0,30.0,2.0,,10000.0,,10000.0,273.0,84.93919812938861,75.0,Kph
2020,Natural,Meteorological,Storm,CHN,,,2020,8.0,5.0,2020,8.0,5.0,,,15100.0,,15100.0,,84.93919812938861,130.0,Kph
2020,Natural,Meteorological,Storm,KOR,,,2020,8.0,3.0,2020,8.0,4.0,26.0,7.0,1000.0,,1007.0,,84.93919812938861,130.0,Kph
2020,Natural,Meteorological,Storm,TWN,,,2020,8.0,3.0,2020,8.0,4.0,1.0,1.0,,,1.0,,84.93919812938861,130.0,Kph
2020,Natural,Hydrological,Flood,IDN,,,2020,8.0,1.0,2020,8.0,1.0,,,23461.0,,23461.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,AFG,,,2020,7.0,31.0,2020,8.0,1.0,16.0,,,100.0,100.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,CUB,,,2020,7.0,31.0,2020,8.0,2.0,,,500.0,,500.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,DOM,,,2020,7.0,31.0,2020,8.0,2.0,2.0,,5595.0,,5595.0,194257.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,PRI,,,2020,8.0,2.0,2020,8.0,2.0,1.0,,,,,70403.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,USA,,,2020,7.0,31.0,2020,8.0,2.0,16.0,,,,,5651101.0,84.93919812938861,,Kph
2020,Technological,Industrial accident,Explosion (Industrial),LBN,,,2020,8.0,4.0,2020,8.0,4.0,206.0,6000.0,,300000.0,306000.0,17659691.0,84.93919812938861,,m3
2020,Natural,Meteorological,Storm,MEX,,,2020,7.0,25.0,2020,7.0,26.0,5.0,,,,,158937.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,USA,,,2020,7.0,25.0,2020,7.0,25.0,,,,,,1295044.0,84.93919812938861,150.0,Kph
2020,Natural,Hydrological,Flood,COL,,,2020,7.0,1.0,2020,7.0,15.0,11.0,,30000.0,,30000.0,11773.0,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,UKR,,,2020,7.0,6.0,2020,7.0,6.0,5.0,,300.0,,300.0,190725.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,SOM,,,2020,6.0,15.0,2020,7.0,20.0,6.0,,191000.0,,191000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,NGA,,,2020,6.0,24.0,2020,7.0,31.0,30.0,,,,,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,CHN,,,2020,5.0,21.0,2020,7.0,30.0,280.0,,4200000.0,,4200000.0,20014317.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,BGD,,,2020,6.0,15.0,2020,9.0,30.0,257.0,,5448271.0,,5448271.0,588656.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,MNG,,,2020,7.0,2.0,2020,7.0,4.0,8.0,,12000.0,,12000.0,2001.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,IDN,,,2020,7.0,3.0,2020,7.0,31.0,105.0,51.0,14483.0,,14534.0,11773.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,KOR,,,2020,7.0,13.0,2020,7.0,30.0,10.0,,9000.0,,9000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,VNM,,,2020,7.0,18.0,2020,7.0,21.0,5.0,1.0,2620.0,,2621.0,25901.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,MMR,,,2020,7.0,19.0,2020,7.0,30.0,,,25000.0,,25000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,PAN,,,2020,8.0,9.0,2020,8.0,9.0,11.0,,150.0,,150.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,GRC,,,2020,8.0,8.0,2020,8.0,9.0,8.0,,600.0,,600.0,35319.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Mass movement (wet),IND,,,2020,8.0,7.0,2020,8.0,7.0,70.0,,,,,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,KOR,,,2020,8.0,1.0,2020,8.0,12.0,42.0,,6000.0,,6000.0,494471.0,84.93919812938861,,Km2
2020,Technological,Miscellaneous accident,Fire (Miscellaneous),CZE,,,2020,8.0,8.0,2020,8.0,8.0,11.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Air,IND,,,2020,8.0,7.0,2020,8.0,7.0,18.0,120.0,,,120.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,NER,,,2020,7.0,1.0,2020,9.0,10.0,73.0,,,632608.0,632608.0,11773.0,84.93919812938861,,Km2
2020,Technological,Transport,Water,MRT,,,2020,8.0,7.0,2020,8.0,7.0,27.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Road,MAR,,,2020,8.0,4.0,2020,8.0,4.0,12.0,36.0,,,36.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,NGA,,,2020,8.0,1.0,2020,8.0,1.0,14.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Road,MLI,,,2020,7.0,28.0,2020,7.0,28.0,22.0,21.0,,,21.0,,84.93919812938861,,nan
2020,Technological,Transport,Road,VNM,,,2020,7.0,26.0,2020,7.0,26.0,13.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Air,COL,,,2020,7.0,21.0,2020,7.0,21.0,11.0,6.0,,,6.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,TUR,,,2020,6.0,27.0,2020,6.0,27.0,50.0,,,,,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Explosion (Miscellaneous),COL,,,2020,7.0,6.0,2020,7.0,6.0,41.0,,,,,,84.93919812938861,,nan
2020,Natural,Climatological,Wildfire,UKR,,,2020,9.0,30.0,2020,10.0,8.0,11.0,18.0,1650.0,,1668.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,MEX,,,2020,8.0,8.0,2020,8.0,10.0,3.0,,5100.0,,5100.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,CHN,,,2020,8.0,10.0,2020,8.0,11.0,,,12235.0,,12235.0,189547.0,84.93919812938861,,Kph
2020,Natural,Hydrological,Flood,PAK,,,2020,8.0,1.0,2020,9.0,,410.0,170.0,1550000.0,,1550170.0,1765969.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,SSD,,,2020,7.0,,2020,12.0,,,,1042000.0,,1042000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,PRK,,,2020,8.0,4.0,2020,8.0,10.0,22.0,,85000.0,,85000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Mass movement (wet),ITA,,,2020,8.0,12.0,2020,8.0,12.0,3.0,2.0,180.0,,182.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,SAU,,,2020,8.0,,2020,8.0,9.0,3.0,,600.0,,600.0,,84.93919812938861,,Km2
2020,Natural,Geophysical,Earthquake,PHL,12.021,124.123,2020,8.0,18.0,2020,8.0,18.0,1.0,20.0,4255.0,705.0,4980.0,2943.0,84.93919812938861,6.6,Moment Magnitude
2020,Technological,Miscellaneous accident,Fire (Miscellaneous),NAM,,,2020,7.0,26.0,2020,7.0,26.0,,,924.0,,924.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,GEO,,,2020,7.0,29.0,2020,8.0,3.0,,,5133.0,,5133.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,DOM,,,2020,8.0,26.0,2020,8.0,27.0,4.0,,10000.0,,10000.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,HTI,,,2020,8.0,23.0,2020,8.0,23.0,39.0,,44175.0,,44175.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,USA,,,2020,8.0,27.0,2020,8.0,28.0,33.0,,6500.0,,6500.0,15305066.0,84.93919812938861,240.0,Kph
2020,Natural,Hydrological,Flood,AFG,,,2020,8.0,25.0,2020,9.0,4.0,212.0,170.0,15000.0,5275.0,20445.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,TCD,,,2020,8.0,1.0,2020,10.0,12.0,3.0,,34872.0,,34872.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,THA,,,2020,8.0,22.0,2020,8.0,23.0,1.0,,40000.0,,40000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,UGA,,,2020,8.0,19.0,2020,8.0,19.0,1.0,,4000.0,,4000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,NER,,,2020,8.0,,2020,9.0,10.0,10.0,12.0,50000.0,,50012.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,UGA,,,2020,8.0,25.0,2020,8.0,31.0,8.0,,8700.0,,8700.0,,84.93919812938861,,Kph
2020,Technological,Transport,Road,NGA,,,2020,8.0,26.0,2020,8.0,26.0,16.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Road,GEO,,,2020,8.0,24.0,2020,8.0,24.0,17.0,3.0,,,3.0,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Miscellaneous accident (General),PER,,,2020,8.0,13.0,2020,8.0,23.0,13.0,3.0,,,3.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,LBY,,,2020,8.0,19.0,2020,8.0,19.0,45.0,,37.0,,37.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,SEN,,,2020,9.0,5.0,2020,9.0,6.0,11.0,,17000.0,,17000.0,21192.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,BFA,,,2020,8.0,25.0,2020,9.0,10.0,13.0,87.0,71341.0,20000.0,91428.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,GHA,,,2020,9.0,5.0,2020,9.0,6.0,4.0,,,,,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,JPN,,,2020,9.0,7.0,2020,9.0,7.0,2.0,52.0,,,52.0,,84.93919812938861,185.0,Kph
2020,Natural,Meteorological,Storm,KOR,,,2020,9.0,6.0,2020,9.0,8.0,2.0,,,,,1412775.0,84.93919812938861,185.0,Kph
2020,Natural,Meteorological,Storm,JPN,,,2020,9.0,2.0,2020,9.0,2.0,,8.0,,,8.0,,84.93919812938861,175.0,Kph
2020,Natural,Meteorological,Storm,KOR,,,2020,9.0,3.0,2020,9.0,4.0,1.0,,2400.0,,2400.0,,84.93919812938861,155.0,Kph
2020,Natural,Meteorological,Storm,ITA,,,2020,8.0,29.0,2020,8.0,30.0,3.0,20.0,900.0,,920.0,70639.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,KHM,,,2020,10.0,1.0,2020,10.0,24.0,44.0,,759360.0,,759360.0,117731.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,LAO,,,2020,10.0,6.0,2020,10.0,20.0,2.0,,69764.0,,69764.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,THA,,,2020,10.0,9.0,2020,10.0,31.0,6.0,,274923.0,,274923.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,VNM,,,2020,10.0,6.0,2020,11.0,3.0,243.0,,1500000.0,,1500000.0,1000716.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,USA,,,2020,10.0,7.0,2020,10.0,11.0,4.0,,9400.0,,9400.0,3414207.0,84.93919812938861,195.0,Kph
2020,Natural,Hydrological,Flood,MYS,,,2020,10.0,9.0,2020,10.0,9.0,,,400.0,,400.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,MEX,,,2020,10.0,2.0,2020,10.0,6.0,6.0,,3500.0,,3500.0,117731.0,84.93919812938861,56.0,Kph
2020,Natural,Meteorological,Storm,CHE,,,2020,10.0,2.0,2020,10.0,3.0,,,13.0,,13.0,,84.93919812938861,180.0,Kph
2020,Natural,Meteorological,Storm,FRA,,,2020,10.0,2.0,2020,10.0,4.0,18.0,,12980.0,,12980.0,1138461.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,ITA,,,2020,10.0,2.0,2020,10.0,4.0,7.0,2.0,92.0,,94.0,,84.93919812938861,,Kph
2020,Natural,Hydrological,Flood,COD,,,2020,10.0,1.0,2020,10.0,3.0,13.0,,35422.0,,35422.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,BEN,,,2020,10.0,1.0,2020,10.0,2.0,6.0,,7000.0,,7000.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,CHN,,,2020,10.0,13.0,2020,10.0,14.0,6.0,,,,,16482.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,VNM,,,2020,10.0,13.0,2020,10.0,14.0,2.0,,67855.0,2925.0,70780.0,,84.93919812938861,85.0,Kph
2020,Natural,Hydrological,Flood,TGO,,,2020,9.0,1.0,2020,10.0,31.0,11.0,,57000.0,,57000.0,,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,BOL,,,2020,1.0,,2020,10.0,,5.0,,126000.0,,126000.0,,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,NZL,,,2020,10.0,4.0,2020,10.0,5.0,,,195.0,,195.0,11773.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Mass movement (wet),IDN,,,2020,9.0,28.0,2020,9.0,28.0,11.0,,170.0,,170.0,,84.93919812938861,,nan
2020,Technological,Industrial accident,Gas leak,CHN,,,2020,9.0,27.0,2020,9.0,27.0,16.0,1.0,,,1.0,,84.93919812938861,,m3
2020,Technological,Transport,Air,UKR,,,2020,9.0,25.0,2020,9.0,25.0,26.0,1.0,,,1.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,LBY,,,2020,9.0,24.0,2020,9.0,24.0,16.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Water,MYT,,,2020,9.0,24.0,2020,9.0,24.0,10.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Road,NGA,,,2020,9.0,23.0,2020,9.0,23.0,23.0,,,,,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Collapse (Miscellaneous),IND,,,2020,9.0,21.0,2020,9.0,21.0,44.0,,,,,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,MRT,,,2020,9.0,1.0,2020,9.0,15.0,9.0,,10000.0,700.0,10700.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,USA,,,2020,9.0,11.0,2020,9.0,18.0,8.0,,,,,7417070.0,84.93919812938861,165.0,Kph
2020,Technological,Industrial accident,Collapse (Industrial),COD,,,2020,9.0,11.0,2020,9.0,11.0,50.0,,,,,,84.93919812938861,,m3
2020,Natural,Hydrological,Flood,TUN,,,2020,9.0,5.0,2020,9.0,12.0,6.0,,40000.0,,40000.0,,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,USA,,,2020,8.0,16.0,2020,10.0,1.0,32.0,,,,,12950440.0,84.93919812938861,,Km2
2020,Technological,Miscellaneous accident,Fire (Miscellaneous),GRC,,,2020,9.0,9.0,2020,9.0,9.0,,,,3500.0,3500.0,,84.93919812938861,,nan
2020,Technological,Industrial accident,Collapse (Industrial),PAK,,,2020,9.0,8.0,2020,9.0,8.0,18.0,20.0,,,20.0,,84.93919812938861,,m3
2020,Technological,Miscellaneous accident,Fire (Miscellaneous),BGD,,,2020,9.0,6.0,2020,9.0,6.0,24.0,13.0,,,13.0,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Explosion (Miscellaneous),IRN,,,2020,9.0,4.0,2020,9.0,5.0,,217.0,,,217.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,IND,,,2020,10.0,1.0,2020,10.0,26.0,152.0,,150000.0,,150000.0,4709251.0,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,ISR,,,2020,10.0,9.0,2020,10.0,9.0,,,21.0,,21.0,,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,LBN,,,2020,10.0,8.0,2020,10.0,10.0,,,,,,,84.93919812938861,,Km2
2020,Natural,Climatological,Wildfire,SYR,,,2020,9.0,1.0,2020,10.0,15.0,3.0,79.0,140000.0,,140079.0,,84.93919812938861,,Km2
2020,Technological,Transport,Road,COD,,,2020,10.0,12.0,2020,10.0,13.0,13.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Rail,THA,,,2020,10.0,11.0,2020,10.0,11.0,18.0,40.0,,,40.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,TUN,,,2020,10.0,11.0,2020,10.0,11.0,26.0,,7.0,,7.0,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Miscellaneous accident (General),TUR,,,2020,10.0,9.0,2020,10.0,13.0,44.0,30.0,,,30.0,,84.93919812938861,,nan
2020,Natural,Meteorological,Storm,PHL,,,2020,10.0,13.0,2020,10.0,14.0,3.0,,250.0,,250.0,220.0,84.93919812938861,55.0,Kph
2020,Natural,Hydrological,Flood,SVK,,,2020,10.0,13.0,2020,10.0,16.0,1.0,,250.0,,250.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,NGA,,,2020,6.0,24.0,2020,10.0,31.0,155.0,825.0,192600.0,,193425.0,117731.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Mass movement (wet),PAK,,,2020,10.0,18.0,2020,10.0,18.0,16.0,,,,,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,TZA,,,2020,10.0,13.0,2020,10.0,15.0,12.0,,,,,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,FRA,,,2020,9.0,19.0,2020,9.0,19.0,2.0,,421.0,,421.0,62398.0,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,LKA,,,2020,9.0,1.0,2020,9.0,22.0,3.0,,40000.0,,40000.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,KHM,,,2020,9.0,18.0,2020,9.0,21.0,,,,,,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,THA,,,2020,9.0,18.0,2020,9.0,21.0,1.0,,,,,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,VNM,,,2020,9.0,18.0,2020,9.0,21.0,6.0,,125000.0,,125000.0,38851.0,84.93919812938861,85.0,Kph
2020,Natural,Meteorological,Storm,PHL,,,2020,10.0,31.0,2020,11.0,1.0,31.0,399.0,3355995.0,,3356394.0,592534.0,84.93919812938861,315.0,Kph
2020,Natural,Hydrological,Mass movement (wet),SLV,,,2020,10.0,29.0,2020,10.0,29.0,42.0,,525.0,,525.0,,84.93919812938861,,nan
2020,Natural,Geophysical,Earthquake,GRC,37.913,26.779,2020,10.0,30.0,2020,10.0,30.0,2.0,19.0,900.0,,919.0,,84.93919812938861,7.0,Moment Magnitude
2020,Natural,Geophysical,Earthquake,TUR,37.913,26.779,2020,10.0,30.0,2020,10.0,30.0,115.0,1034.0,,5000.0,6034.0,529791.0,84.93919812938861,7.0,Moment Magnitude
2020,Technological,Transport,Water,MRT,,,2020,10.0,29.0,2020,10.0,29.0,56.0,,24.0,,24.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,SEN,,,2020,10.0,25.0,2020,10.0,25.0,140.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Road,SEN,,,2020,10.0,29.0,2020,10.0,29.0,15.0,16.0,,,16.0,,84.93919812938861,,nan
2020,Natural,Meteorological,Storm,PHL,,,2020,10.0,28.0,2020,10.0,28.0,31.0,40.0,888375.0,,888415.0,102544.0,84.93919812938861,155.0,Kph
2020,Natural,Meteorological,Storm,VNM,,,2020,10.0,29.0,2020,10.0,29.0,41.0,,450000.0,,450000.0,635749.0,84.93919812938861,145.0,Kph
2020,Technological,Transport,Water,LBY,,,2020,10.0,25.0,2020,10.0,25.0,11.0,,,,,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Collapse (Miscellaneous),GHA,,,2020,10.0,23.0,2020,10.0,23.0,21.0,8.0,,,8.0,,84.93919812938861,,nan
2020,Natural,Meteorological,Storm,BLZ,,,2020,11.0,4.0,2020,11.0,4.0,,,60000.0,,60000.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,COL,,,2020,11.0,2.0,2020,11.0,4.0,,,49800.0,,49800.0,29433.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,CRI,,,2020,11.0,3.0,2020,11.0,4.0,,,25000.0,,25000.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,GTM,,,2020,11.0,3.0,2020,11.0,4.0,160.0,30.0,2415858.0,,2415888.0,454443.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,HND,,,2020,11.0,3.0,2020,11.0,4.0,110.0,,4566584.0,,4566584.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,MEX,,,2020,11.0,2.0,2020,11.0,4.0,31.0,,,,,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,NIC,,,2020,11.0,3.0,2020,11.0,4.0,2.0,,30000.0,,30000.0,209562.0,84.93919812938861,240.0,Kph
2020,Natural,Meteorological,Storm,PAN,,,2020,11.0,3.0,2020,11.0,4.0,79.0,,5000.0,,5000.0,12950.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,SLV,,,2020,11.0,2.0,2020,11.0,4.0,,,,,,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,USA,,,2020,11.0,8.0,2020,11.0,12.0,12.0,,,,,1765969.0,84.93919812938861,100.0,Kph
2020,Natural,Hydrological,Flood,COL,,,2020,10.0,31.0,2020,11.0,2.0,,,26460.0,,26460.0,29433.0,84.93919812938861,,Km2
2020,Natural,Biological,Epidemic,VCT,,,2020,10.0,,2021,9.0,,8.0,1760.0,,,1760.0,,84.93919812938861,,Vaccinated
2020,Natural,Geophysical,Volcanic activity,ECU,,,2020,9.0,20.0,2020,9.0,20.0,,,18685.0,,18685.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,GIN,,,2020,9.0,6.0,2020,9.0,7.0,,5.0,49536.0,,49541.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,MRT,,,2020,9.0,1.0,2020,9.0,8.0,,,9282.0,,9282.0,,84.93919812938861,,Km2
2020,Natural,Biological,Epidemic,LCA,,,2020,8.0,26.0,2021,1.0,7.0,3.0,1318.0,,,1318.0,,84.93919812938861,,Vaccinated
2020,Natural,Meteorological,Storm,MEX,,,2020,10.0,7.0,2020,10.0,11.0,,,,,,117731.0,84.93919812938861,110.0,Kph
2020,Natural,Meteorological,Storm,USA,,,2020,10.0,24.0,2020,10.0,30.0,6.0,,,,,4120595.0,84.93919812938861,175.0,Kph
2020,Natural,Hydrological,Flood,MOZ,,,2020,10.0,1.0,2020,10.0,31.0,22.0,,145000.0,,145000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,IDN,,,2020,10.0,21.0,2020,10.0,31.0,15.0,,10000.0,,10000.0,,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,SOM,,,2020,11.0,22.0,2020,11.0,23.0,9.0,,120000.0,,120000.0,,84.93919812938861,165.0,Kph
2020,Natural,Hydrological,Mass movement (wet),COL,,,2020,11.0,23.0,2020,11.0,23.0,18.0,12.0,,,12.0,,84.93919812938861,,nan
2020,Natural,Meteorological,Storm,ZAF,,,2020,11.0,17.0,2020,11.0,21.0,10.0,,210.0,,210.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,COL,,,2020,11.0,14.0,2020,11.0,17.0,23.0,,228000.0,,228000.0,117731.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,GTM,,,2020,11.0,17.0,2020,11.0,17.0,2.0,,131298.0,,131298.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,HND,,,2020,11.0,17.0,2020,11.0,18.0,14.0,,578000.0,,578000.0,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,NIC,,,2020,11.0,17.0,2020,11.0,18.0,18.0,,900000.0,,900000.0,872389.0,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,PAN,,,2020,11.0,17.0,2020,11.0,18.0,4.0,,,,,,84.93919812938861,,Kph
2020,Natural,Meteorological,Storm,SLV,,,2020,11.0,17.0,2020,11.0,18.0,1.0,,,,,,84.93919812938861,,Kph
2020,Natural,Hydrological,Flood,CHN,,,2020,11.0,11.0,2020,11.0,12.0,13.0,,120.0,,120.0,,84.93919812938861,,Km2
2020,Natural,Biological,Epidemic,COD,,,2020,6.0,1.0,2020,11.0,11.0,55.0,,,,,,84.93919812938861,42000.0,Vaccinated
2020,Natural,Hydrological,Flood,VEN,,,2020,11.0,8.0,2020,11.0,17.0,3.0,,3690.0,,3690.0,35319.0,84.93919812938861,,Km2
2020,Natural,Meteorological,Storm,PHL,,,2020,11.0,11.0,2020,11.0,12.0,111.0,85.0,514824.0,,514909.0,495649.0,84.93919812938861,155.0,Kph
2020,Natural,Meteorological,Storm,VNM,,,2020,11.0,15.0,2020,11.0,15.0,,,,,,,84.93919812938861,130.0,Kph
2020,Technological,Transport,Water,LBY,,,2020,11.0,11.0,2020,11.0,11.0,74.0,,47.0,,47.0,,84.93919812938861,,nan
2020,Natural,Hydrological,Flood,GRC,,,2020,11.0,11.0,2020,11.0,12.0,,,570.0,,570.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,MEX,,,2020,11.0,9.0,2020,11.0,10.0,27.0,,90000.0,,90000.0,,84.93919812938861,,Km2
2020,Natural,Hydrological,Flood,COG,,,2020,11.0,2.0,2020,11.0,2.0,,,66000.0,,66000.0,,84.93919812938861,,Km2
2020,Technological,Transport,Road,NIC,,,2020,11.0,24.0,2020,11.0,24.0,16.0,25.0,,,25.0,,84.93919812938861,,nan
2020,Technological,Transport,Road,BRA,,,2020,11.0,25.0,2020,11.0,25.0,37.0,15.0,,,15.0,,84.93919812938861,,nan
2020,Technological,Miscellaneous accident,Fire (Miscellaneous),ROU,,,2020,11.0,14.0,2020,11.0,14.0,10.0,7.0,,,7.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,NGA,,,2020,11.0,13.0,2020,11.0,13.0,18.0,,5.0,,5.0,,84.93919812938861,,nan
2020,Technological,Transport,Water,LBY,,,2020,11.0,11.0,2020,11.0,11.0,20.0,,,,,,84.93919812938861,,nan
2020,Technological,Transport,Road,PAK,,,2020,11.0,9.0,2020,11.0,9.0,22.0,,7.0,,7.0,,84.93919812938861,,nan
2020,Natural,Geophysical,Volcanic activity,IDN,,,2020,11.0,29.0,2020,12.0,31.0,,,19736.0,,19736.0,,84.93919812938861,,nan
2020,Natural,Geophysical,Volcanic activity,IDN,,,2020,12.0,1.0,2020,12.0,1.0,,,550.0,,550.0,,84.93919812938861,,nan
